6
673
id	astId	startLong	startLat	endLong	endLat
string	int	float	float	float	float
astline_49_3	49	151.85749999999999	35.244720000000001	163.32792000000001	34.215000000000003
astline_50_0	50	237.73957999999999	-33.627220000000001	241.81833	-36.755560000000003
astline_50_1	50	241.81833	-36.755560000000003	240.03041999999999	-38.396940000000001
astline_50_2	50	240.03041999999999	-38.396940000000001	237.73957999999999	-33.627220000000001
astline_50_3	50	240.03041999999999	-38.396940000000001	233.78541999999999	-41.166939999999997
astline_50_4	50	233.78541999999999	-41.166939999999997	230.34291999999999	-40.647500000000001
astline_50_5	50	230.34291999999999	-40.647500000000001	230.45167000000001	-36.261389999999999
astline_50_6	50	230.34291999999999	-40.647500000000001	224.63292000000001	-43.133890000000001
astline_50_7	50	233.78541999999999	-41.166939999999997	234.51333	-42.567500000000003
astline_50_8	50	234.51333	-42.567500000000003	228.07124999999999	-52.099170000000001
astline_50_9	50	228.07124999999999	-52.099170000000001	220.48249999999999	-47.388330000000003
astline_50_10	50	228.07124999999999	-52.099170000000001	219.47166999999999	-49.425829999999998
astline_50_11	50	220.48249999999999	-47.388330000000003	216.54499999999999	-45.379440000000002
astline_50_12	50	220.48249999999999	-47.388330000000003	224.63292000000001	-43.133890000000001
astline_51_0	51	140.26374999999999	34.392499999999998	139.71125000000001	36.802500000000002
astline_51_1	51	139.71125000000001	36.802500000000002	136.63249999999999	38.452219999999997
astline_51_2	51	136.63249999999999	38.452219999999997	135.16	41.782780000000002
astline_51_3	51	135.16	41.782780000000002	125.70874999999999	43.18806
astline_51_4	51	125.70874999999999	43.18806	111.67833	49.211390000000002
astline_51_5	51	111.67833	49.211390000000002	104.31874999999999	58.422499999999999
astline_51_6	51	104.31874999999999	58.422499999999999	94.905829999999995	59.010829999999999
astline_52_0	52	279.23457999999999	38.783610000000003	281.19333	37.604999999999997
astline_52_1	52	281.19333	37.604999999999997	282.52	33.362780000000001
astline_52_2	52	282.52	33.362780000000001	284.73583000000002	32.689439999999998
astline_52_3	52	284.73583000000002	32.689439999999998	283.62583000000001	36.898890000000002
astline_52_4	52	283.62583000000001	36.898890000000002	281.19333	37.604999999999997
astline_53_0	53	82.970420000000004	-76.34111	70.766249999999999	-70.931110000000004
astline_54_0	54	319.48457999999999	-32.172499999999999	315.32292000000001	-32.257779999999997
astline_54_1	54	315.32292000000001	-32.257779999999997	312.49207999999999	-33.779719999999998
astline_55_0	55	93.713750000000005	-6.2747200000000003	97.204170000000005	-7.0327799999999998
astline_55_1	55	97.204170000000005	-7.0327799999999998	107.96625	-0.49278
astline_55_2	55	107.96625	-0.49278	95.942080000000004	4.5927800000000003
astline_55_3	55	95.942080000000004	4.5927800000000003	92.241249999999994	2.4994399999999999
astline_55_4	55	107.96625	-0.49278	122.14833	-2.9838900000000002
astline_55_5	55	122.14833	-2.9838900000000002	115.31167000000001	-9.5511099999999995
astline_56_0	56	191.57042000000001	-68.108059999999995	176.40167	-66.728610000000003
astline_56_1	56	176.40167	-66.728610000000003	188.11667	-72.13306
astline_56_2	56	188.11667	-72.13306	189.29583	-69.135559999999998
astline_56_3	56	189.29583	-69.135559999999998	191.57042000000001	-68.108059999999995
astline_57_0	57	243.36958000000001	-54.630560000000003	244.96	-50.155560000000001
astline_57_1	57	244.96	-50.155560000000001	246.79624999999999	-47.555
astline_57_2	57	246.79624999999999	-47.555	240.80375000000001	-49.22972
astline_57_3	57	240.80375000000001	-49.22972	244.96	-50.155560000000001
astline_57_4	57	240.80375000000001	-49.22972	243.36958000000001	-54.630560000000003
astline_58_0	58	325.36874999999998	-77.39	341.51375000000002	-81.38167
astline_58_1	58	341.51375000000002	-81.38167	216.72874999999999	-83.667779999999993
astline_58_2	58	216.72874999999999	-83.667779999999993	325.36874999999998	-77.39
astline_59_0	59	263.73374999999999	12.56	265.86833000000001	4.5672199999999998
astline_59_1	59	257.59458000000001	-15.72472	265.86833000000001	4.5672199999999998
astline_59_2	59	263.73374999999999	12.56	254.41708	9.375
astline_59_3	59	254.41708	9.375	244.58042	-4.6924999999999999
astline_59_4	59	244.58042	-4.6924999999999999	249.28958	-10.567220000000001
astline_59_5	59	249.28958	-10.567220000000001	257.59458000000001	-15.72472
astline_59_6	59	257.59458000000001	-15.72472	262.85417000000001	-23.962779999999999
astline_60_0	60	85.189580000000007	-1.94278	84.053330000000003	-1.20194
astline_60_1	60	84.053330000000003	-1.20194	83.001670000000004	-0.29916999999999999
astline_60_2	60	90.863749999999996	19.690560000000001	92.984999999999999	14.20889
astline_60_3	60	92.984999999999999	14.20889	91.892920000000004	14.768330000000001
astline_60_4	60	91.892920000000004	14.768330000000001	88.595420000000004	20.276109999999999
astline_60_5	60	92.984999999999999	14.20889	90.595830000000007	9.6475000000000009
astline_60_6	60	90.595830000000007	9.6475000000000009	88.792919999999995	7.4069399999999996
astline_60_7	60	88.792919999999995	7.4069399999999996	85.189580000000007	-1.94278
astline_60_8	60	85.189580000000007	-1.94278	86.939170000000004	-9.6697199999999999
